securitycraft:blocks/alarm | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:alarm securitycraft:blocks/alarm
securitycraft:blocks/reinforced_polished_tuff | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_polished_tuff securitycraft:reinforced_polished_tuff
securitycraft:blocks/reinforced_polished_tuff_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_polished_tuff_slab securitycraft:reinforced_polished_tuff_slab
securitycraft:blocks/reinforced_polished_tuff_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_polished_tuff_stairs securitycraft:reinforced_polished_tuff_stairs
securitycraft:blocks/reinforced_polished_tuff_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_polished_tuff_wall securitycraft:reinforced_polished_tuff_wall
securitycraft:blocks/reinforced_powder_snow_cauldron | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_powder_snow_cauldron securitycraft:reinforced_cauldron
securitycraft:blocks/reinforced_prismarine | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_prismarine securitycraft:reinforced_prismarine
securitycraft:blocks/reinforced_prismarine_brick_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_prismarine_brick_slab securitycraft:reinforced_prismarine_brick_slab
securitycraft:blocks/reinforced_prismarine_brick_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_prismarine_brick_stairs securitycraft:reinforced_prismarine_brick_stairs
securitycraft:blocks/reinforced_prismarine_bricks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_prismarine_bricks securitycraft:reinforced_prismarine_bricks
securitycraft:blocks/reinforced_prismarine_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_prismarine_slab securitycraft:reinforced_prismarine_slab
securitycraft:blocks/reinforced_prismarine_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_prismarine_stairs securitycraft:reinforced_prismarine_stairs
securitycraft:blocks/reinforced_prismarine_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_prismarine_wall securitycraft:reinforced_prismarine_wall
securitycraft:blocks/reinforced_purple_carpet | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_carpet securitycraft:reinforced_purple_carpet
securitycraft:blocks/reinforced_purple_concrete | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_concrete securitycraft:reinforced_purple_concrete
securitycraft:blocks/reinforced_purple_glazed_terracotta | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_glazed_terracotta securitycraft:reinforced_purple_glazed_terracotta
securitycraft:blocks/reinforced_purple_stained_glass | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_stained_glass securitycraft:reinforced_purple_stained_glass
securitycraft:blocks/reinforced_purple_stained_glass_pane | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_stained_glass_pane securitycraft:reinforced_purple_stained_glass_pane
securitycraft:blocks/reinforced_purple_terracotta | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_terracotta securitycraft:reinforced_purple_terracotta
securitycraft:blocks/reinforced_purple_wool | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purple_wool securitycraft:reinforced_purple_wool
securitycraft:blocks/reinforced_purpur_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purpur_block securitycraft:reinforced_purpur_block
securitycraft:blocks/reinforced_purpur_pillar | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purpur_pillar securitycraft:reinforced_purpur_pillar
securitycraft:blocks/reinforced_purpur_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_purpur_slab securitycraft:reinforced_purpur_slab
securitycraft:blocks/reinforced_purpur_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_purpur_stairs securitycraft:reinforced_purpur_stairs
securitycraft:blocks/reinforced_quartz_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_quartz_block securitycraft:reinforced_quartz_block
securitycraft:blocks/reinforced_quartz_bricks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_quartz_bricks securitycraft:reinforced_quartz_bricks
securitycraft:blocks/reinforced_quartz_pillar | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_quartz_pillar securitycraft:reinforced_quartz_pillar
securitycraft:blocks/reinforced_quartz_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_quartz_slab securitycraft:reinforced_quartz_slab
securitycraft:blocks/reinforced_quartz_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_quartz_stairs securitycraft:reinforced_quartz_stairs
securitycraft:blocks/reinforced_raw_copper_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_raw_copper_block securitycraft:reinforced_raw_copper_block
securitycraft:blocks/reinforced_raw_gold_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_raw_gold_block securitycraft:reinforced_raw_gold_block
securitycraft:blocks/reinforced_raw_iron_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_raw_iron_block securitycraft:reinforced_raw_iron_block
securitycraft:blocks/reinforced_red_carpet | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_carpet securitycraft:reinforced_red_carpet
securitycraft:blocks/reinforced_red_concrete | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_concrete securitycraft:reinforced_red_concrete
securitycraft:blocks/reinforced_red_glazed_terracotta | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_glazed_terracotta securitycraft:reinforced_red_glazed_terracotta
securitycraft:blocks/reinforced_red_nether_brick_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_red_nether_brick_slab securitycraft:reinforced_red_nether_brick_slab
securitycraft:blocks/reinforced_red_nether_brick_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_nether_brick_stairs securitycraft:reinforced_red_nether_brick_stairs
securitycraft:blocks/reinforced_red_nether_brick_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_nether_brick_wall securitycraft:reinforced_red_nether_brick_wall
securitycraft:blocks/reinforced_red_nether_bricks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_nether_bricks securitycraft:reinforced_red_nether_bricks
securitycraft:blocks/reinforced_red_sand | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_sand securitycraft:reinforced_red_sand
securitycraft:blocks/reinforced_red_sandstone | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_sandstone securitycraft:reinforced_red_sandstone
securitycraft:blocks/reinforced_red_sandstone_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_red_sandstone_slab securitycraft:reinforced_red_sandstone_slab
securitycraft:blocks/reinforced_red_sandstone_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_sandstone_stairs securitycraft:reinforced_red_sandstone_stairs
securitycraft:blocks/reinforced_red_sandstone_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_sandstone_wall securitycraft:reinforced_red_sandstone_wall
securitycraft:blocks/reinforced_red_stained_glass | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_stained_glass securitycraft:reinforced_red_stained_glass
securitycraft:blocks/reinforced_red_stained_glass_pane | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_stained_glass_pane securitycraft:reinforced_red_stained_glass_pane
securitycraft:blocks/reinforced_red_terracotta | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_terracotta securitycraft:reinforced_red_terracotta
securitycraft:blocks/reinforced_red_wool | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_red_wool securitycraft:reinforced_red_wool
securitycraft:blocks/reinforced_redstone_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_redstone_block securitycraft:reinforced_redstone_block
securitycraft:blocks/reinforced_redstone_lamp | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_redstone_lamp securitycraft:reinforced_redstone_lamp
securitycraft:blocks/reinforced_rooted_dirt | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_rooted_dirt securitycraft:reinforced_rooted_dirt
securitycraft:blocks/reinforced_sand | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_sand securitycraft:reinforced_sand
securitycraft:blocks/reinforced_sandstone | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_sandstone securitycraft:reinforced_sandstone
securitycraft:blocks/reinforced_sandstone_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_sandstone_slab securitycraft:reinforced_sandstone_slab
securitycraft:blocks/reinforced_sandstone_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_sandstone_stairs securitycraft:reinforced_sandstone_stairs
securitycraft:blocks/reinforced_sandstone_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_sandstone_wall securitycraft:reinforced_sandstone_wall
securitycraft:blocks/reinforced_scaffolding | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_scaffolding securitycraft:reinforced_scaffolding
securitycraft:blocks/reinforced_sea_lantern | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_sea_lantern securitycraft:reinforced_sea_lantern
securitycraft:blocks/reinforced_shroomlight | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_shroomlight securitycraft:reinforced_shroomlight
securitycraft:blocks/reinforced_smooth_basalt | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_basalt securitycraft:reinforced_smooth_basalt
securitycraft:blocks/reinforced_smooth_crystal_quartz | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_crystal_quartz securitycraft:reinforced_smooth_crystal_quartz
securitycraft:blocks/reinforced_smooth_crystal_quartz_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_smooth_crystal_quartz_slab securitycraft:reinforced_smooth_crystal_quartz_slab
securitycraft:blocks/reinforced_smooth_crystal_quartz_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_crystal_quartz_stairs securitycraft:reinforced_smooth_crystal_quartz_stairs
securitycraft:blocks/reinforced_smooth_quartz | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_quartz securitycraft:reinforced_smooth_quartz
securitycraft:blocks/reinforced_smooth_quartz_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_smooth_quartz_slab securitycraft:reinforced_smooth_quartz_slab
securitycraft:blocks/reinforced_smooth_quartz_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_quartz_stairs securitycraft:reinforced_smooth_quartz_stairs
securitycraft:blocks/reinforced_smooth_red_sandstone | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_red_sandstone securitycraft:reinforced_smooth_red_sandstone
securitycraft:blocks/reinforced_smooth_red_sandstone_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_smooth_red_sandstone_slab securitycraft:reinforced_smooth_red_sandstone_slab
securitycraft:blocks/reinforced_smooth_red_sandstone_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_red_sandstone_stairs securitycraft:reinforced_smooth_red_sandstone_stairs
securitycraft:blocks/reinforced_smooth_sandstone | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_sandstone securitycraft:reinforced_smooth_sandstone
securitycraft:blocks/reinforced_smooth_sandstone_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_smooth_sandstone_slab securitycraft:reinforced_smooth_sandstone_slab
securitycraft:blocks/reinforced_smooth_sandstone_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_sandstone_stairs securitycraft:reinforced_smooth_sandstone_stairs
securitycraft:blocks/reinforced_smooth_stone | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_smooth_stone securitycraft:reinforced_smooth_stone
securitycraft:blocks/reinforced_snow_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_snow_block securitycraft:reinforced_snow_block
securitycraft:blocks/reinforced_soul_lantern | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_soul_lantern securitycraft:reinforced_soul_lantern
securitycraft:blocks/reinforced_soul_sand | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_soul_sand securitycraft:reinforced_soul_sand
securitycraft:blocks/reinforced_soul_soil | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_soul_soil securitycraft:reinforced_soul_soil
securitycraft:blocks/reinforced_spruce_button | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_button securitycraft:reinforced_spruce_button
securitycraft:blocks/reinforced_spruce_fence | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_fence securitycraft:reinforced_spruce_fence
securitycraft:blocks/reinforced_spruce_fence_gate | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_fence_gate securitycraft:reinforced_spruce_fence_gate
securitycraft:blocks/reinforced_spruce_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_log securitycraft:reinforced_spruce_log
securitycraft:blocks/reinforced_spruce_planks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_planks securitycraft:reinforced_spruce_planks
securitycraft:blocks/reinforced_spruce_pressure_plate | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_pressure_plate securitycraft:reinforced_spruce_pressure_plate
securitycraft:blocks/reinforced_spruce_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_spruce_slab securitycraft:reinforced_spruce_slab
securitycraft:blocks/reinforced_spruce_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_stairs securitycraft:reinforced_spruce_stairs
securitycraft:blocks/reinforced_spruce_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_spruce_wood securitycraft:reinforced_spruce_wood
securitycraft:blocks/reinforced_sticky_piston | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_sticky_piston securitycraft:reinforced_sticky_piston
securitycraft:blocks/reinforced_stone | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone securitycraft:reinforced_stone
securitycraft:blocks/reinforced_stone_brick_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_stone_brick_slab securitycraft:reinforced_stone_brick_slab
securitycraft:blocks/reinforced_stone_brick_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone_brick_stairs securitycraft:reinforced_stone_brick_stairs
securitycraft:blocks/reinforced_stone_brick_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone_brick_wall securitycraft:reinforced_stone_brick_wall
securitycraft:blocks/reinforced_stone_bricks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone_bricks securitycraft:reinforced_stone_bricks
securitycraft:blocks/reinforced_stone_button | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone_button securitycraft:reinforced_stone_button
securitycraft:blocks/reinforced_stone_pressure_plate | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone_pressure_plate securitycraft:reinforced_stone_pressure_plate
securitycraft:blocks/reinforced_stone_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_stone_slab securitycraft:reinforced_stone_slab
securitycraft:blocks/reinforced_stone_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stone_stairs securitycraft:reinforced_stone_stairs
securitycraft:blocks/reinforced_stripped_acacia_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_acacia_log securitycraft:reinforced_stripped_acacia_log
securitycraft:blocks/reinforced_stripped_acacia_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_acacia_wood securitycraft:reinforced_stripped_acacia_wood
securitycraft:blocks/reinforced_stripped_bamboo_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_bamboo_block securitycraft:reinforced_stripped_bamboo_block
securitycraft:blocks/reinforced_stripped_birch_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_birch_log securitycraft:reinforced_stripped_birch_log
securitycraft:blocks/reinforced_stripped_birch_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_birch_wood securitycraft:reinforced_stripped_birch_wood
securitycraft:blocks/reinforced_stripped_cherry_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_cherry_log securitycraft:reinforced_stripped_cherry_log
securitycraft:blocks/reinforced_stripped_cherry_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_cherry_wood securitycraft:reinforced_stripped_cherry_wood
securitycraft:blocks/reinforced_stripped_crimson_hyphae | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_crimson_hyphae securitycraft:reinforced_stripped_crimson_hyphae
securitycraft:blocks/reinforced_stripped_crimson_stem | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_crimson_stem securitycraft:reinforced_stripped_crimson_stem
securitycraft:blocks/reinforced_stripped_dark_oak_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_dark_oak_log securitycraft:reinforced_stripped_dark_oak_log
securitycraft:blocks/reinforced_stripped_dark_oak_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_dark_oak_wood securitycraft:reinforced_stripped_dark_oak_wood
securitycraft:blocks/reinforced_stripped_jungle_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_jungle_log securitycraft:reinforced_stripped_jungle_log
securitycraft:blocks/reinforced_stripped_jungle_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_jungle_wood securitycraft:reinforced_stripped_jungle_wood
securitycraft:blocks/reinforced_stripped_mangrove_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_mangrove_log securitycraft:reinforced_stripped_mangrove_log
securitycraft:blocks/reinforced_stripped_mangrove_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_mangrove_wood securitycraft:reinforced_stripped_mangrove_wood
securitycraft:blocks/reinforced_stripped_oak_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_oak_log securitycraft:reinforced_stripped_oak_log
securitycraft:blocks/reinforced_stripped_oak_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_oak_wood securitycraft:reinforced_stripped_oak_wood
securitycraft:blocks/reinforced_stripped_spruce_log | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_spruce_log securitycraft:reinforced_stripped_spruce_log
securitycraft:blocks/reinforced_stripped_spruce_wood | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_spruce_wood securitycraft:reinforced_stripped_spruce_wood
securitycraft:blocks/reinforced_stripped_warped_hyphae | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_warped_hyphae securitycraft:reinforced_stripped_warped_hyphae
securitycraft:blocks/reinforced_stripped_warped_stem | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_stripped_warped_stem securitycraft:reinforced_stripped_warped_stem
securitycraft:blocks/reinforced_tinted_glass | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tinted_glass securitycraft:reinforced_tinted_glass
securitycraft:blocks/reinforced_tuff | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tuff securitycraft:reinforced_tuff
securitycraft:blocks/reinforced_tuff_brick_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_tuff_brick_slab securitycraft:reinforced_tuff_brick_slab
securitycraft:blocks/reinforced_tuff_brick_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tuff_brick_stairs securitycraft:reinforced_tuff_brick_stairs
securitycraft:blocks/reinforced_tuff_brick_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tuff_brick_wall securitycraft:reinforced_tuff_brick_wall
securitycraft:blocks/reinforced_tuff_bricks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tuff_bricks securitycraft:reinforced_tuff_bricks
securitycraft:blocks/reinforced_tuff_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_tuff_slab securitycraft:reinforced_tuff_slab
securitycraft:blocks/reinforced_tuff_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tuff_stairs securitycraft:reinforced_tuff_stairs
securitycraft:blocks/reinforced_tuff_wall | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_tuff_wall securitycraft:reinforced_tuff_wall
securitycraft:blocks/reinforced_verdant_froglight | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_verdant_froglight securitycraft:reinforced_verdant_froglight
securitycraft:blocks/reinforced_warped_button | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_button securitycraft:reinforced_warped_button
securitycraft:blocks/reinforced_warped_fence | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_fence securitycraft:reinforced_warped_fence
securitycraft:blocks/reinforced_warped_fence_gate | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_fence_gate securitycraft:reinforced_warped_fence_gate
securitycraft:blocks/reinforced_warped_hyphae | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_hyphae securitycraft:reinforced_warped_hyphae
securitycraft:blocks/reinforced_warped_nylium | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_nylium securitycraft:reinforced_warped_nylium
securitycraft:blocks/reinforced_warped_planks | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_planks securitycraft:reinforced_warped_planks
securitycraft:blocks/reinforced_warped_pressure_plate | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_pressure_plate securitycraft:reinforced_warped_pressure_plate
securitycraft:blocks/reinforced_warped_slab | minecraft:block | minecraft:block minecraft:block_state_property minecraft:explosion_decay minecraft:item minecraft:set_count securitycraft:blocks/reinforced_warped_slab securitycraft:reinforced_warped_slab
securitycraft:blocks/reinforced_warped_stairs | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_stairs securitycraft:reinforced_warped_stairs
securitycraft:blocks/reinforced_warped_stem | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_stem securitycraft:reinforced_warped_stem
securitycraft:blocks/reinforced_warped_wart_block | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_warped_wart_block securitycraft:reinforced_warped_wart_block
securitycraft:blocks/reinforced_water_cauldron | minecraft:block | minecraft:block minecraft:copy_components minecraft:custom_name minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_water_cauldron securitycraft:reinforced_cauldron
securitycraft:blocks/reinforced_weathered_chiseled_copper | minecraft:block | minecraft:block minecraft:item minecraft:survives_explosion securitycraft:blocks/reinforced_weathered_chiseled_copper securitycraft:reinforced_weathered_chiseled_copper
