railways:benchcart | minecraft:crafting_shapeless | c:workbench minecraft:crafting_shapeless minecraft:minecart railways:benchcart
railways:sequenced_assembly/track_natures_spirit_fir | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/fir railways:track_incomplete_natures_spirit_fir railways:track_natures_spirit_fir
railways:sequenced_assembly/track_natures_spirit_fir_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/fir railways:track_incomplete_natures_spirit_fir_narrow railways:track_natures_spirit_fir_narrow
railways:sequenced_assembly/track_natures_spirit_fir_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/fir railways:track_incomplete_natures_spirit_fir_wide railways:track_natures_spirit_fir railways:track_natures_spirit_fir_wide
railways:sequenced_assembly/track_natures_spirit_ghaf | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/ghaf railways:track_incomplete_natures_spirit_ghaf railways:track_natures_spirit_ghaf
railways:sequenced_assembly/track_natures_spirit_ghaf_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/ghaf railways:track_incomplete_natures_spirit_ghaf_narrow railways:track_natures_spirit_ghaf_narrow
railways:sequenced_assembly/track_natures_spirit_ghaf_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/ghaf railways:track_incomplete_natures_spirit_ghaf_wide railways:track_natures_spirit_ghaf railways:track_natures_spirit_ghaf_wide
railways:sequenced_assembly/track_natures_spirit_joshua | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/joshua railways:track_incomplete_natures_spirit_joshua railways:track_natures_spirit_joshua
railways:sequenced_assembly/track_natures_spirit_joshua_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/joshua railways:track_incomplete_natures_spirit_joshua_narrow railways:track_natures_spirit_joshua_narrow
railways:sequenced_assembly/track_natures_spirit_joshua_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/joshua railways:track_incomplete_natures_spirit_joshua_wide railways:track_natures_spirit_joshua railways:track_natures_spirit_joshua_wide
railways:sequenced_assembly/track_natures_spirit_maple | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/maple railways:track_incomplete_natures_spirit_maple railways:track_natures_spirit_maple
railways:sequenced_assembly/track_natures_spirit_maple_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/maple railways:track_incomplete_natures_spirit_maple_narrow railways:track_natures_spirit_maple_narrow
railways:sequenced_assembly/track_natures_spirit_maple_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/maple railways:track_incomplete_natures_spirit_maple_wide railways:track_natures_spirit_maple railways:track_natures_spirit_maple_wide
railways:sequenced_assembly/track_natures_spirit_olive | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/olive railways:track_incomplete_natures_spirit_olive railways:track_natures_spirit_olive
railways:sequenced_assembly/track_natures_spirit_olive_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/olive railways:track_incomplete_natures_spirit_olive_narrow railways:track_natures_spirit_olive_narrow
railways:sequenced_assembly/track_natures_spirit_olive_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/olive railways:track_incomplete_natures_spirit_olive_wide railways:track_natures_spirit_olive railways:track_natures_spirit_olive_wide
railways:sequenced_assembly/track_natures_spirit_palo_verde | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/palo_verde railways:track_incomplete_natures_spirit_palo_verde railways:track_natures_spirit_palo_verde
railways:sequenced_assembly/track_natures_spirit_palo_verde_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/palo_verde railways:track_incomplete_natures_spirit_palo_verde_narrow railways:track_natures_spirit_palo_verde_narrow
railways:sequenced_assembly/track_natures_spirit_palo_verde_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/palo_verde railways:track_incomplete_natures_spirit_palo_verde_wide railways:track_natures_spirit_palo_verde railways:track_natures_spirit_palo_verde_wide
railways:sequenced_assembly/track_natures_spirit_redwood | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/redwood railways:track_incomplete_natures_spirit_redwood railways:track_natures_spirit_redwood
railways:sequenced_assembly/track_natures_spirit_redwood_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/redwood railways:track_incomplete_natures_spirit_redwood_narrow railways:track_natures_spirit_redwood_narrow
railways:sequenced_assembly/track_natures_spirit_redwood_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/redwood railways:track_incomplete_natures_spirit_redwood_wide railways:track_natures_spirit_redwood railways:track_natures_spirit_redwood_wide
railways:sequenced_assembly/track_natures_spirit_sugi | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/sugi railways:track_incomplete_natures_spirit_sugi railways:track_natures_spirit_sugi
railways:sequenced_assembly/track_natures_spirit_sugi_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/sugi railways:track_incomplete_natures_spirit_sugi_narrow railways:track_natures_spirit_sugi_narrow
railways:sequenced_assembly/track_natures_spirit_sugi_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/sugi railways:track_incomplete_natures_spirit_sugi_wide railways:track_natures_spirit_sugi railways:track_natures_spirit_sugi_wide
railways:sequenced_assembly/track_natures_spirit_willow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/willow railways:track_incomplete_natures_spirit_willow railways:track_natures_spirit_willow
railways:sequenced_assembly/track_natures_spirit_willow_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/willow railways:track_incomplete_natures_spirit_willow_narrow railways:track_natures_spirit_willow_narrow
railways:sequenced_assembly/track_natures_spirit_willow_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/willow railways:track_incomplete_natures_spirit_willow_wide railways:track_natures_spirit_willow railways:track_natures_spirit_willow_wide
railways:sequenced_assembly/track_natures_spirit_wisteria | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/wisteria railways:track_incomplete_natures_spirit_wisteria railways:track_natures_spirit_wisteria
railways:sequenced_assembly/track_natures_spirit_wisteria_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/wisteria railways:track_incomplete_natures_spirit_wisteria_narrow railways:track_natures_spirit_wisteria_narrow
railways:sequenced_assembly/track_natures_spirit_wisteria_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/natures_spirit/wisteria railways:track_incomplete_natures_spirit_wisteria_wide railways:track_natures_spirit_wisteria railways:track_natures_spirit_wisteria_wide
railways:sequenced_assembly/track_oak | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly minecraft:oak_slab railways:track_incomplete_oak railways:track_oak
railways:sequenced_assembly/track_oak_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:oak_slab railways:track_incomplete_oak_narrow railways:track_oak_narrow
railways:sequenced_assembly/track_oak_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:oak_slab railways:track_incomplete_oak_wide railways:track_oak railways:track_oak_wide
railways:sequenced_assembly/track_phantom | create:sequenced_assembly | c:ingots/iron create:deploying create:pressing create:sequenced_assembly minecraft:phantom_membrane railways:track_incomplete_phantom railways:track_phantom
railways:sequenced_assembly/track_phantom_narrow | create:sequenced_assembly | c:ingots/iron create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:phantom_membrane railways:track_incomplete_phantom_narrow railways:track_phantom_narrow
railways:sequenced_assembly/track_phantom_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:phantom_membrane railways:track_incomplete_phantom_wide railways:track_phantom railways:track_phantom_wide
railways:sequenced_assembly/track_quark_ancient | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/ancient railways:track_incomplete_quark_ancient railways:track_quark_ancient
railways:sequenced_assembly/track_quark_ancient_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/ancient railways:track_incomplete_quark_ancient_narrow railways:track_quark_ancient_narrow
railways:sequenced_assembly/track_quark_ancient_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/ancient railways:track_incomplete_quark_ancient_wide railways:track_quark_ancient railways:track_quark_ancient_wide
railways:sequenced_assembly/track_quark_azalea | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/azalea railways:track_incomplete_quark_azalea railways:track_quark_azalea
railways:sequenced_assembly/track_quark_azalea_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/azalea railways:track_incomplete_quark_azalea_narrow railways:track_quark_azalea_narrow
railways:sequenced_assembly/track_quark_azalea_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/azalea railways:track_incomplete_quark_azalea_wide railways:track_quark_azalea railways:track_quark_azalea_wide
railways:sequenced_assembly/track_quark_blossom | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/blossom railways:track_incomplete_quark_blossom railways:track_quark_blossom
railways:sequenced_assembly/track_quark_blossom_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/blossom railways:track_incomplete_quark_blossom_narrow railways:track_quark_blossom_narrow
railways:sequenced_assembly/track_quark_blossom_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/quark/blossom railways:track_incomplete_quark_blossom_wide railways:track_quark_blossom railways:track_quark_blossom_wide
railways:sequenced_assembly/track_spruce | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly minecraft:spruce_slab railways:track_incomplete_spruce railways:track_spruce
railways:sequenced_assembly/track_spruce_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:spruce_slab railways:track_incomplete_spruce_narrow railways:track_spruce_narrow
railways:sequenced_assembly/track_spruce_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:spruce_slab railways:track_incomplete_spruce_wide railways:track_spruce railways:track_spruce_wide
railways:sequenced_assembly/track_stripped_bamboo | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:deploying create:pressing create:sequenced_assembly minecraft:bamboo_slab railways:track_incomplete_stripped_bamboo railways:track_stripped_bamboo
railways:sequenced_assembly/track_stripped_bamboo_narrow | create:sequenced_assembly | c:nuggets/iron c:nuggets/zinc create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:bamboo_slab railways:track_incomplete_stripped_bamboo_narrow railways:track_stripped_bamboo_narrow
railways:sequenced_assembly/track_stripped_bamboo_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly minecraft:bamboo_slab railways:track_incomplete_stripped_bamboo_wide railways:track_stripped_bamboo railways:track_stripped_bamboo_wide
railways:sequenced_assembly/track_tfc_acacia | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/acacia railways:track_incomplete_tfc_acacia railways:track_tfc_acacia
railways:sequenced_assembly/track_tfc_acacia_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/acacia railways:track_incomplete_tfc_acacia_narrow railways:track_tfc_acacia_narrow
railways:sequenced_assembly/track_tfc_acacia_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/acacia railways:track_incomplete_tfc_acacia_wide railways:track_tfc_acacia railways:track_tfc_acacia_wide
railways:sequenced_assembly/track_tfc_ash | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/ash railways:track_incomplete_tfc_ash railways:track_tfc_ash
railways:sequenced_assembly/track_tfc_ash_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/ash railways:track_incomplete_tfc_ash_narrow railways:track_tfc_ash_narrow
railways:sequenced_assembly/track_tfc_ash_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/ash railways:track_incomplete_tfc_ash_wide railways:track_tfc_ash railways:track_tfc_ash_wide
railways:sequenced_assembly/track_tfc_aspen | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/aspen railways:track_incomplete_tfc_aspen railways:track_tfc_aspen
railways:sequenced_assembly/track_tfc_aspen_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/aspen railways:track_incomplete_tfc_aspen_narrow railways:track_tfc_aspen_narrow
railways:sequenced_assembly/track_tfc_aspen_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/aspen railways:track_incomplete_tfc_aspen_wide railways:track_tfc_aspen railways:track_tfc_aspen_wide
railways:sequenced_assembly/track_tfc_birch | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/birch railways:track_incomplete_tfc_birch railways:track_tfc_birch
railways:sequenced_assembly/track_tfc_birch_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/birch railways:track_incomplete_tfc_birch_narrow railways:track_tfc_birch_narrow
railways:sequenced_assembly/track_tfc_birch_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/birch railways:track_incomplete_tfc_birch_wide railways:track_tfc_birch railways:track_tfc_birch_wide
railways:sequenced_assembly/track_tfc_blackwood | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/blackwood railways:track_incomplete_tfc_blackwood railways:track_tfc_blackwood
railways:sequenced_assembly/track_tfc_blackwood_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/blackwood railways:track_incomplete_tfc_blackwood_narrow railways:track_tfc_blackwood_narrow
railways:sequenced_assembly/track_tfc_blackwood_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/blackwood railways:track_incomplete_tfc_blackwood_wide railways:track_tfc_blackwood railways:track_tfc_blackwood_wide
railways:sequenced_assembly/track_tfc_chestnut | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/chestnut railways:track_incomplete_tfc_chestnut railways:track_tfc_chestnut
railways:sequenced_assembly/track_tfc_chestnut_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/chestnut railways:track_incomplete_tfc_chestnut_narrow railways:track_tfc_chestnut_narrow
railways:sequenced_assembly/track_tfc_chestnut_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/chestnut railways:track_incomplete_tfc_chestnut_wide railways:track_tfc_chestnut railways:track_tfc_chestnut_wide
railways:sequenced_assembly/track_tfc_douglas_fir | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/douglas_fir railways:track_incomplete_tfc_douglas_fir railways:track_tfc_douglas_fir
railways:sequenced_assembly/track_tfc_douglas_fir_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/douglas_fir railways:track_incomplete_tfc_douglas_fir_narrow railways:track_tfc_douglas_fir_narrow
railways:sequenced_assembly/track_tfc_douglas_fir_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/douglas_fir railways:track_incomplete_tfc_douglas_fir_wide railways:track_tfc_douglas_fir railways:track_tfc_douglas_fir_wide
railways:sequenced_assembly/track_tfc_hickory | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/hickory railways:track_incomplete_tfc_hickory railways:track_tfc_hickory
railways:sequenced_assembly/track_tfc_hickory_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/hickory railways:track_incomplete_tfc_hickory_narrow railways:track_tfc_hickory_narrow
railways:sequenced_assembly/track_tfc_hickory_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/hickory railways:track_incomplete_tfc_hickory_wide railways:track_tfc_hickory railways:track_tfc_hickory_wide
railways:sequenced_assembly/track_tfc_kapok | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/kapok railways:track_incomplete_tfc_kapok railways:track_tfc_kapok
railways:sequenced_assembly/track_tfc_kapok_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/kapok railways:track_incomplete_tfc_kapok_narrow railways:track_tfc_kapok_narrow
railways:sequenced_assembly/track_tfc_kapok_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/kapok railways:track_incomplete_tfc_kapok_wide railways:track_tfc_kapok railways:track_tfc_kapok_wide
railways:sequenced_assembly/track_tfc_mangrove | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/mangrove railways:track_incomplete_tfc_mangrove railways:track_tfc_mangrove
railways:sequenced_assembly/track_tfc_mangrove_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/mangrove railways:track_incomplete_tfc_mangrove_narrow railways:track_tfc_mangrove_narrow
railways:sequenced_assembly/track_tfc_mangrove_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/mangrove railways:track_incomplete_tfc_mangrove_wide railways:track_tfc_mangrove railways:track_tfc_mangrove_wide
railways:sequenced_assembly/track_tfc_maple | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/maple railways:track_incomplete_tfc_maple railways:track_tfc_maple
railways:sequenced_assembly/track_tfc_maple_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/maple railways:track_incomplete_tfc_maple_narrow railways:track_tfc_maple_narrow
railways:sequenced_assembly/track_tfc_maple_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/maple railways:track_incomplete_tfc_maple_wide railways:track_tfc_maple railways:track_tfc_maple_wide
railways:sequenced_assembly/track_tfc_oak | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/oak railways:track_incomplete_tfc_oak railways:track_tfc_oak
railways:sequenced_assembly/track_tfc_oak_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/oak railways:track_incomplete_tfc_oak_narrow railways:track_tfc_oak_narrow
railways:sequenced_assembly/track_tfc_oak_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/oak railways:track_incomplete_tfc_oak_wide railways:track_tfc_oak railways:track_tfc_oak_wide
railways:sequenced_assembly/track_tfc_palm | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/palm railways:track_incomplete_tfc_palm railways:track_tfc_palm
railways:sequenced_assembly/track_tfc_palm_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/palm railways:track_incomplete_tfc_palm_narrow railways:track_tfc_palm_narrow
railways:sequenced_assembly/track_tfc_palm_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/palm railways:track_incomplete_tfc_palm_wide railways:track_tfc_palm railways:track_tfc_palm_wide
railways:sequenced_assembly/track_tfc_pine | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/pine railways:track_incomplete_tfc_pine railways:track_tfc_pine
railways:sequenced_assembly/track_tfc_pine_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/pine railways:track_incomplete_tfc_pine_narrow railways:track_tfc_pine_narrow
railways:sequenced_assembly/track_tfc_pine_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/pine railways:track_incomplete_tfc_pine_wide railways:track_tfc_pine railways:track_tfc_pine_wide
railways:sequenced_assembly/track_tfc_rosewood | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/rosewood railways:track_incomplete_tfc_rosewood railways:track_tfc_rosewood
railways:sequenced_assembly/track_tfc_rosewood_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/rosewood railways:track_incomplete_tfc_rosewood_narrow railways:track_tfc_rosewood_narrow
railways:sequenced_assembly/track_tfc_rosewood_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/rosewood railways:track_incomplete_tfc_rosewood_wide railways:track_tfc_rosewood railways:track_tfc_rosewood_wide
railways:sequenced_assembly/track_tfc_sequoia | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/sequoia railways:track_incomplete_tfc_sequoia railways:track_tfc_sequoia
railways:sequenced_assembly/track_tfc_sequoia_narrow | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/sequoia railways:track_incomplete_tfc_sequoia_narrow railways:track_tfc_sequoia_narrow
railways:sequenced_assembly/track_tfc_sequoia_wide | create:sequenced_assembly | create:cutting create:deploying create:pressing create:sequenced_assembly neoforge:mod_loaded railways:compat_slabs/tfc/sequoia railways:track_incomplete_tfc_sequoia_wide railways:track_tfc_sequoia railways:track_tfc_sequoia_wide
railways:sequenced_assembly/track_tfc_spruce | create:sequenced_assembly | create:deploying create:pressing create:sequenced_assembly forge:rods/wrought_iron forge:rods/zinc neoforge:mod_loaded railways:compat_slabs/tfc/spruce railways:track_incomplete_tfc_spruce railways:track_tfc_spruce
